"datetime","excel_code","day","time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"2017-12-01 0:00","43070","43070","0","3.354","5.205","79.1","0.2029","5.642","5.231","77.7","0.1049","3.88","4.792","82","0.325"
"2017-12-01 1:00","43070.04167","43070","0.041666667","3.354","4.973","79.2","0.2029","5.642","5.05","78.2","0.1049","3.906","4.428","81.8","0.325"
"2017-12-01 2:00","43070.08333","43070","0.083333333","3.38","4.688","78.9","0.2029","5.642","4.766","77.7","0.1049","3.88","4.298","81.9","0.325"
"2017-12-01 3:00","43070.125","43070","0.125","3.38","4.48","79.3","0.2022","5.642","4.766","78","0.1042","3.88","3.906","81.6","0.3242"
"2017-12-01 4:00","43070.16667","43070","0.166666667","3.38","4.063","79","0.2022","5.616","4.454","77.5","0.1042","3.88","3.854","82.6","0.3242"
"2017-12-01 5:00","43070.20833","43070","0.208333333","3.38","4.089","80.2","0.2022","5.616","4.272","79.2","0.1042","3.854","3.67","83","0.3242"
"2017-12-01 6:00","43070.25","43070","0.25","3.38","3.591","80.1","0.2022","5.616","3.932","78.9","0.1042","3.827","3.564","82.9","0.3242"
"2017-12-01 7:00","43070.29167","43070","0.291666667","3.354","3.406","81.3","0.2022","5.616","4.141","78.6","0.1042","3.801","4.141","81.9","0.3242"
"2017-12-01 8:00","43070.33333","43070","0.333333333","3.327","3.827","80.6","0.2022","5.616","4.246","77.2","0.1042","3.827","5.334","76.3","0.3242"
"2017-12-01 9:00","43070.375","43070","0.375","3.327","5.205","76.8","0.2022","5.616","4.895","73.5","0.1034","4.011","6.509","70.6","0.3242"
"2017-12-01 10:00","43070.41667","43070","0.416666667","3.38","6.026","69","0.2022","5.616","5.411","70.1","0.1034","4.376","7.419","65.4","0.3242"
"2017-12-01 11:00","43070.45833","43070","0.458333333","3.485","7.368","63.4","0.2022","5.642","6.357","66","0.1034","4.869","7.995","58.5","0.3242"
"2017-12-01 12:00","43070.5","43070","0.5","3.67","6.99","57.1","0.2022","5.668","6.077","62.3","0.1034","5.462","8.841","57.9","0.3235"
"2017-12-01 13:00","43070.54167","43070","0.541666667","3.906","7.268","57.7","0.2022","5.745","6.788","62.6","0.1027","6.077","7.645","54.7","0.3235"
"2017-12-01 14:00","43070.58333","43070","0.583333333","4.063","6.99","58.2","0.2015","5.821","6.914","62.1","0.1027","6.255","7.116","56.9","0.3235"
"2017-12-01 15:00","43070.625","43070","0.625","4.089","6.56","57.4","0.2015","5.872","7.015","61.3","0.102","5.975","4.74","62.4","0.3235"
"2017-12-01 16:00","43070.66667","43070","0.666666667","4.063","5.179","60.9","0.2015","5.924","5.411","64.1","0.102","5.514","0.962","70.7","0.3235"
"2017-12-01 17:00","43070.70833","43070","0.708333333","4.011","2.903","68.3","0.2015","5.924","3.142","68.5","0.102","4.869","0.384","79.7","0.3242"
"2017-12-01 18:00","43070.75","43070","0.75","3.827","1.371","75.2","0.2008","5.924","2.423","74.3","0.102","4.246","-0.339","84.3","0.3242"
