"datetime","excel_code","day","time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"2017-07-01 0:00","42917","42917","0","20.627","20.722","93","0.1797","17.772","20.817","95.6","0.0962","NA","NA","NA","NA"
"2017-07-01 1:00","42917.04167","42917","0.041666667","20.46","20.293","95.6","0.1862","17.748","20.436","97.9","0.0954","NA","NA","NA","NA"
"2017-07-01 2:00","42917.08333","42917","0.083333333","20.293","20.126","96.7","0.1848","17.701","20.317","98.5","0.0954","NA","NA","NA","NA"
"2017-07-01 3:00","42917.125","42917","0.125","20.15","19.674","97.4","0.184","17.677","19.841","99","0.0947","NA","NA","NA","NA"
"2017-07-01 4:00","42917.16667","42917","0.166666667","20.007","19.651","98","0.184","17.629","19.817","99.4","0.0947","NA","NA","NA","NA"
"2017-07-01 5:00","42917.20833","42917","0.208333333","19.865","19.532","98.4","0.184","17.605","19.627","99.7","0.094","NA","NA","NA","NA"
"2017-07-01 6:00","42917.25","42917","0.25","19.746","20.388","98.7","0.1833","17.558","19.793","99.8","0.094","NA","NA","NA","NA"
"2017-07-01 7:00","42917.29167","42917","0.291666667","19.722","21.127","98.8","0.1826","17.534","20.031","100","0.0933","NA","NA","NA","NA"
"2017-07-01 8:00","42917.33333","42917","0.333333333","19.793","22.034","98.1","0.1819","17.51","20.269","100","0.0925","NA","NA","NA","NA"
"2017-07-01 9:00","42917.375","42917","0.375","19.936","23.472","90.7","0.1753","17.51","21.437","98.2","0.0918","NA","NA","NA","NA"
"2017-07-01 10:00","42917.41667","42917","0.416666667","20.198","26.916","81.2","0.1732","17.534","23.352","93.9","0.0911","NA","NA","NA","NA"
"2017-07-01 11:00","42917.45833","42917","0.458333333","20.579","26.5","73.8","0.171","17.582","23.954","86.7","0.0889","NA","NA","NA","NA"
"2017-07-01 12:00","42917.5","42917","0.5","21.008","27.505","73.1","0.1702","17.677","24.557","83.5","0.0874","NA","NA","NA","NA"
"2017-07-01 13:00","42917.54167","42917","0.541666667","21.366","26.598","70.7","0.1681","17.748","24.629","79.2","0.0853","NA","NA","NA","NA"
