"datetime","excel_code","day","time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"2017-03-01 0:00","42795","42795","0","0.024","6.077","94.4","0.2008","3.617","5.821","94.8","0.1652","NA","NA","NA","NA"
"2017-03-01 1:00","42795.04167","42795","0.041666667","0.024","6.204","95","0.2385","3.643","5.924","95.8","0.1702","NA","NA","NA","NA"
"2017-03-01 2:00","42795.08333","42795","0.083333333","0.024","7.82","96.3","0.2843","3.67","7.645","97.1","0.2015","NA","NA","NA","NA"
"2017-03-01 3:00","42795.125","42795","0.125","0.051","8.17","97.2","0.301","3.801","7.97","98","0.2233","NA","NA","NA","NA"
"2017-03-01 4:00","42795.16667","42795","0.166666667","0.079","8.444","97.6","0.277","3.958","8.543","98.3","0.2254","NA","NA","NA","NA"
"2017-03-01 5:00","42795.20833","42795","0.208333333","0.079","7.77","98.1","0.2574","4.141","7.72","98.3","0.2196","NA","NA","NA","NA"
"2017-03-01 6:00","42795.25","42795","0.25","0.079","10.98","98.3","0.2538","4.22","10.467","98.5","0.2146","NA","NA","NA","NA"
"2017-03-01 7:00","42795.29167","42795","0.291666667","0.079","10.761","98.4","0.2618","4.298","10.663","99.3","0.2196","NA","NA","NA","NA"
"2017-03-01 8:00","42795.33333","42795","0.333333333","0.107","10.907","98.6","0.2516","4.376","10.296","99","0.2153","NA","NA","NA","NA"
"2017-03-01 9:00","42795.375","42795","0.375","0.135","12.025","98.5","0.2378","4.506","11.078","98.9","0.2102","NA","NA","NA","NA"
"2017-03-01 10:00","42795.41667","42795","0.416666667","0.19","14.026","94.7","0.2414","4.636","13.112","96.5","0.2073","NA","NA","NA","NA"
"2017-03-01 11:00","42795.45833","42795","0.458333333","0.273","13.594","84.3","0.2385","4.792","13.04","88.3","0.2037","NA","NA","NA","NA"
"2017-03-01 12:00","42795.5","42795","0.5","0.412","13.233","83.1","0.2363","4.973","12.823","87.5","0.2008","NA","NA","NA","NA"
"2017-03-01 13:00","42795.54167","42795","0.541666667","0.55","12.509","83.4","0.2349","5.154","12.147","87.9","0.1986","NA","NA","NA","NA"
"2017-03-01 14:00","42795.58333","42795","0.583333333","0.66","12.944","86","0.2327","5.282","12.389","89.8","0.1964","NA","NA","NA","NA"
"2017-03-01 15:00","42795.625","42795","0.625","0.77","13.786","82.2","0.2305","5.36","13.329","86.9","0.1949","NA","NA","NA","NA"
"2017-03-01 16:00","42795.66667","42795","0.666666667","0.88","12.823","81.2","0.2291","5.462","12.678","86.1","0.1928","NA","NA","NA","NA"
"2017-03-01 17:00","42795.70833","42795","0.708333333","0.962","11.613","89","0.2363","5.539","11.346","92.4","0.1906","NA","NA","NA","NA"
"2017-03-01 18:00","42795.75","42795","0.75","1.044","11.394","89.1","0.2327","5.591","11.321","91.3","0.1913","NA","NA","NA","NA"
"2017-03-01 19:00","42795.79167","42795","0.791666667","1.099","9.558","88.9","0.232","5.642","9.534","90.4","0.1906","NA","NA","NA","NA"
"2017-03-01 20:00","42795.83333","42795","0.833333333","1.126","5.924","83.4","0.2313","5.642","5.898","85","0.1906","NA","NA","NA","NA"
"2017-03-01 21:00","42795.875","42795","0.875","1.044","3.749","82.2","0.2284","5.616","3.67","83.6","0.1891","NA","NA","NA","NA"
"2017-03-01 22:00","42795.91667","42795","0.916666667","0.88","1.588","79.4","0.2269","5.488","1.507","80.6","0.1884","NA","NA","NA","NA"
"2017-03-01 23:00","42795.95833","42795","0.958333333","0.715","-0.116","77","0.224","5.282","-0.283","78.3","0.187","NA","NA","NA","NA"
"2017-03-02 0:00","42796","42796","0","0.522","-1.157","74.1","0.2211","5.05","-1.242","75.4","0.1862","NA","NA","NA","NA"
"2017-03-02 1:00","42796.04167","42796","0.041666667","0.384","-3.896","69.7","0.2175","4.818","-3.926","71.8","0.1855","NA","NA","NA","NA"
"2017-03-02 2:00","42796.08333","42796","0.083333333","0.301","-5.511","65.8","0.216","4.584","-5.542","67.8","0.1848","NA","NA","NA","NA"
"2017-03-02 3:00","42796.125","42796","0.125","0.218","-6.388","65","0.2116","4.376","-6.325","67.4","0.184","NA","NA","NA","NA"
"2017-03-02 4:00","42796.16667","42796","0.166666667","0.19","-6.579","65.3","0.2124","4.168","-6.515","67.5","0.1833","NA","NA","NA","NA"
"2017-03-02 5:00","42796.20833","42796","0.208333333","0.163","-6.61","65.7","0.2095","3.958","-6.515","67.9","0.1826","NA","NA","NA","NA"
"2017-03-02 6:00","42796.25","42796","0.25","0.135","-6.547","67.8","0.208","3.749","-6.515","69.7","0.1819","NA","NA","NA","NA"
"2017-03-02 7:00","42796.29167","42796","0.291666667","0.135","-6.388","69.5","0.2066","3.564","-6.325","70.9","0.1811","NA","NA","NA","NA"
"2017-03-02 8:00","42796.33333","42796","0.333333333","0.107","-6.357","69.6","0.2058","3.406","-6.547","71","0.1804","NA","NA","NA","NA"
"2017-03-02 9:00","42796.375","42796","0.375","0.107","-5.295","68.2","0.2029","3.248","-6.01","70.5","0.1804","NA","NA","NA","NA"
"2017-03-02 10:00","42796.41667","42796","0.416666667","0.107","-4.318","65.2","0.2037","3.116","-5.264","69","0.1797","NA","NA","NA","NA"
"2017-03-02 11:00","42796.45833","42796","0.458333333","0.107","-3.035","59","0.2037","3.009","-4.046","64","0.179","NA","NA","NA","NA"
"2017-03-02 12:00","42796.5","42796","0.5","0.107","-2.508","57","0.2029","2.903","-3.926","62.8","0.179","NA","NA","NA","NA"
"2017-03-02 13:00","42796.54167","42796","0.541666667","0.107","-2.45","55.4","0.2029","2.823","-3.124","61.3","0.1782","NA","NA","NA","NA"
"2017-03-02 14:00","42796.58333","42796","0.583333333","0.107","-1.842","54.7","0.2029","2.744","-2.712","60.6","0.1782","NA","NA","NA","NA"
"2017-03-02 15:00","42796.625","42796","0.625","0.107","-0.76","53.1","0.2037","2.69","-1.929","59","0.1775","NA","NA","NA","NA"
"2017-03-02 16:00","42796.66667","42796","0.666666667","0.107","-2.073","53","0.2029","2.637","-2.596","58.3","0.1775","NA","NA","NA","NA"
"2017-03-02 17:00","42796.70833","42796","0.708333333","0.107","-2.976","54.4","0.2022","2.61","-3.124","59.1","0.1768","NA","NA","NA","NA"
"2017-03-02 18:00","42796.75","42796","0.75","0.107","-3.807","56.3","0.2008","2.557","-3.866","60.1","0.1768","NA","NA","NA","NA"
