"datetime","excel_code","day","time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"2017-05-01 0:00","42856","42856","0","8.543","4.558","96","0.2334","7.72","4.324","94.7","0.2087","NA","NA","NA","NA"
"2017-05-01 1:00","42856.04167","42856","0.041666667","8.444","4.636","96.5","0.2305","7.645","4.402","95.2","0.2073","NA","NA","NA","NA"
"2017-05-01 2:00","42856.08333","42856","0.083333333","8.369","4.999","96.8","0.2269","7.594","4.766","95.7","0.2037","NA","NA","NA","NA"
"2017-05-01 3:00","42856.125","42856","0.125","8.344","5.257","97.1","0.2349","7.544","5.024","96.1","0.2066","NA","NA","NA","NA"
"2017-05-01 4:00","42856.16667","42856","0.166666667","8.319","5.642","97.3","0.2291","7.519","5.411","96.4","0.2044","NA","NA","NA","NA"
"2017-05-01 5:00","42856.20833","42856","0.208333333","8.319","6","97.5","0.2254","7.519","5.745","96.8","0.2015","NA","NA","NA","NA"
"2017-05-01 6:00","42856.25","42856","0.25","8.344","6.102","97.9","0.2225","7.494","5.872","97.1","0.1986","NA","NA","NA","NA"
"2017-05-01 7:00","42856.29167","42856","0.291666667","8.369","6.153","98.4","0.2211","7.494","5.821","97.3","0.1964","NA","NA","NA","NA"
"2017-05-01 8:00","42856.33333","42856","0.333333333","8.394","6.661","98.6","0.2189","7.519","6.255","97.6","0.1949","NA","NA","NA","NA"
"2017-05-01 9:00","42856.375","42856","0.375","8.444","6.889","98.8","0.2262","7.544","6.535","97.7","0.1986","NA","NA","NA","NA"
"2017-05-01 10:00","42856.41667","42856","0.416666667","8.519","6.661","98.9","0.2269","7.569","6.535","97.8","0.2015","NA","NA","NA","NA"
"2017-05-01 11:00","42856.45833","42856","0.458333333","8.593","6.914","99.1","0.2298","7.594","6.484","97.7","0.2066","NA","NA","NA","NA"
"2017-05-01 12:00","42856.5","42856","0.5","8.668","6.585","99.2","0.2334","7.619","6.357","97.7","0.2102","NA","NA","NA","NA"
"2017-05-01 13:00","42856.54167","42856","0.541666667","8.767","6.839","99.2","0.2436","7.645","6.56","97.8","0.2153","NA","NA","NA","NA"
"2017-05-01 14:00","42856.58333","42856","0.583333333","8.817","7.645","99.3","0.261","7.67","7.268","98","0.2501","NA","NA","NA","NA"
"2017-05-01 15:00","42856.625","42856","0.625","8.817","8.319","99.4","0.2632","7.67","8.07","98.3","0.256","NA","NA","NA","NA"
"2017-05-01 16:00","42856.66667","42856","0.666666667","8.841","9.04","99.5","0.2494","7.695","8.866","98.6","0.2378","NA","NA","NA","NA"
"2017-05-01 17:00","42856.70833","42856","0.708333333","8.891","10.001","99.6","0.2392","7.745","9.657","98.8","0.2247","NA","NA","NA","NA"
"2017-05-01 18:00","42856.75","42856","0.75","8.99","12.098","99.6","0.232","7.82","11.078","99.1","0.2167","NA","NA","NA","NA"
"2017-05-01 19:00","42856.79167","42856","0.791666667","9.139","13.377","99.5","0.2262","7.92","12.896","99.8","0.2102","NA","NA","NA","NA"
"2017-05-01 20:00","42856.83333","42856","0.833333333","9.262","14.433","98.6","0.2204","8.02","12.968","99.1","0.2058","NA","NA","NA","NA"
"2017-05-01 21:00","42856.875","42856","0.875","9.361","13.449","88.7","0.2204","8.12","13.112","91.2","0.2029","NA","NA","NA","NA"
"2017-05-01 22:00","42856.91667","42856","0.916666667","9.435","12.775","86.2","0.2182","8.22","12.558","89.5","0.2008","NA","NA","NA","NA"
"2017-05-01 23:00","42856.95833","42856","0.958333333","9.435","11.734","86.8","0.2167","8.295","12.001","89.5","0.1986","NA","NA","NA","NA"
"2017-05-02 0:00","42857","42857","0","9.41","11.929","82.6","0.2153","8.319","11.565","86.1","0.1964","NA","NA","NA","NA"
"2017-05-02 1:00","42857.04167","42857","0.041666667","9.361","10.418","80.8","0.2138","8.344","10.369","85.4","0.1949","NA","NA","NA","NA"
"2017-05-02 2:00","42857.08333","42857","0.083333333","9.312","9.534","82.7","0.2131","8.344","9.534","86.4","0.1935","NA","NA","NA","NA"
"2017-05-02 3:00","42857.125","42857","0.125","9.188","8.319","86.6","0.2124","8.344","8.519","89.4","0.192","NA","NA","NA","NA"
"2017-05-02 4:00","42857.16667","42857","0.166666667","8.99","8.469","90.2","0.2116","8.295","8.469","91.6","0.1906","NA","NA","NA","NA"
"2017-05-02 5:00","42857.20833","42857","0.208333333","8.841","8.742","88.7","0.2109","8.245","8.543","90.2","0.1899","NA","NA","NA","NA"
"2017-05-02 6:00","42857.25","42857","0.25","8.767","10.173","87.8","0.2102","8.22","9.361","89.7","0.1884","NA","NA","NA","NA"
