"datetime","excel_code","day","time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"2017-08-01 0:00","42948","42948","0","20.746","19.532","91.2","0.1267","18.747","20.388","90.2","0.0235","NA","NA","NA","NA"
"2017-08-01 1:00","42948.04167","42948","0.041666667","20.388","19.032","93.6","0.1303","18.675","19.841","92.4","0.0235","NA","NA","NA","NA"
"2017-08-01 2:00","42948.08333","42948","0.083333333","20.079","18.628","95.2","0.1281","18.628","19.817","93","0.0235","NA","NA","NA","NA"
"2017-08-01 3:00","42948.125","42948","0.125","19.793","18.224","96.2","0.1274","18.557","19.175","93","0.0235","NA","NA","NA","NA"
"2017-08-01 4:00","42948.16667","42948","0.166666667","19.532","17.724","96.9","0.1238","18.485","18.628","93.2","0.0235","NA","NA","NA","NA"
"2017-08-01 5:00","42948.20833","42948","0.208333333","19.27","17.296","97.2","0.1303","18.414","18.271","93.9","0.0235","NA","NA","NA","NA"
"2017-08-01 6:00","42948.25","42948","0.25","19.032","17.867","97.6","0.1252","18.319","18.224","94.7","0.0235","NA","NA","NA","NA"
"2017-08-01 7:00","42948.29167","42948","0.291666667","18.913","22.944","93.2","0.1267","18.247","19.318","94.3","0.0235","NA","NA","NA","NA"
"2017-08-01 8:00","42948.33333","42948","0.333333333","19.127","26.695","77.5","0.1259","18.2","21.7","91","0.0243","NA","NA","NA","NA"
"2017-08-01 9:00","42948.375","42948","0.375","19.627","28.097","63.9","0.1209","18.247","23.954","83.6","0.0235","NA","NA","NA","NA"
"2017-08-01 10:00","42948.41667","42948","0.416666667","20.317","29.69","58.2","0.1201","18.343","25.404","75.7","0.0235","NA","NA","NA","NA"
"2017-08-01 11:00","42948.45833","42948","0.458333333","21.032","30.369","57.6","0.118","18.485","26.426","72.7","0.0228","NA","NA","NA","NA"
"2017-08-01 12:00","42948.5","42948","0.5","21.772","29.84","57.8","0.1136","18.628","27.333","71","0.0228","NA","NA","NA","NA"
"2017-08-01 13:00","42948.54167","42948","0.541666667","22.441","27.628","58.9","0.11","18.771","26.207","70.8","0.0228","NA","NA","NA","NA"
"2017-08-01 14:00","42948.58333","42948","0.583333333","22.8","19.413","70.8","0.2349","18.889","19.27","74.8","0.1419","NA","NA","NA","NA"
"2017-08-01 15:00","42948.625","42948","0.625","22.465","20.579","94.1","0.232","18.913","20.031","95.1","0.1528","NA","NA","NA","NA"
"2017-08-01 16:00","42948.66667","42948","0.666666667","22.034","22.848","94.5","0.2175","18.866","20.936","97.7","0.1477","NA","NA","NA","NA"
"2017-08-01 17:00","42948.70833","42948","0.708333333","22.034","25.939","86.1","0.2022","18.842","21.843","98.5","0.1434","NA","NA","NA","NA"
"2017-08-01 18:00","42948.75","42948","0.75","22.202","23.112","81.8","0.1957","18.866","21.413","94.8","0.1383","NA","NA","NA","NA"
"2017-08-01 19:00","42948.79167","42948","0.791666667","22.178","21.151","85.7","0.1928","18.889","21.604","88.5","0.1325","NA","NA","NA","NA"
"2017-08-01 20:00","42948.83333","42948","0.833333333","21.915","20.579","90.1","0.1862","18.913","20.984","89.7","0.1281","NA","NA","NA","NA"
"2017-08-01 21:00","42948.875","42948","0.875","21.581","20.079","91.2","0.1862","18.889","20.531","91.6","0.1238","NA","NA","NA","NA"
"2017-08-01 22:00","42948.91667","42948","0.916666667","21.294","20.269","92.7","0.1833","18.866","20.603","92.1","0.1201","NA","NA","NA","NA"
"2017-08-01 23:00","42948.95833","42948","0.958333333","21.032","19.294","93.4","0.1811","18.842","20.079","93.4","0.1165","NA","NA","NA","NA"
"2017-08-02 0:00","42949","42949","0","20.746","18.771","95.8","0.1775","18.818","19.698","95","0.1136","NA","NA","NA","NA"
"2017-08-02 1:00","42949.04167","42949","0.041666667","20.412","18.485","97.2","0.1761","18.771","19.08","96.2","0.1107","NA","NA","NA","NA"
"2017-08-02 2:00","42949.08333","42949","0.083333333","20.055","18.01","98.1","0.1753","18.723","18.723","97.1","0.1078","NA","NA","NA","NA"
"2017-08-02 3:00","42949.125","42949","0.125","19.746","17.391","98.6","0.1761","18.652","18.247","97.7","0.1056","NA","NA","NA","NA"
"2017-08-02 4:00","42949.16667","42949","0.166666667","19.436","16.82","99","0.1724","18.58","17.915","97.7","0.1034","NA","NA","NA","NA"
"2017-08-02 5:00","42949.20833","42949","0.208333333","19.151","16.606","99.4","0.1724","18.509","17.32","97.7","0.1012","NA","NA","NA","NA"
"2017-08-02 6:00","42949.25","42949","0.25","18.913","17.201","99.6","0.1702","18.414","17.486","98","0.0998","NA","NA","NA","NA"
"2017-08-02 7:00","42949.29167","42949","0.291666667","18.818","21.533","99.4","0.1681","18.343","18.652","98.2","0.0983","NA","NA","NA","NA"
"2017-08-02 8:00","42949.33333","42949","0.333333333","19.008","25.695","85.1","0.1673","18.295","20.841","94.8","0.0947","NA","NA","NA","NA"
"2017-08-02 9:00","42949.375","42949","0.375","19.508","27.604","70.6","0.1652","18.319","23.352","87.8","0.0925","NA","NA","NA","NA"
"2017-08-02 10:00","42949.41667","42949","0.416666667","20.198","29.439","65","0.1608","18.438","25.04","83","0.0882","NA","NA","NA","NA"
"2017-08-02 11:00","42949.45833","42949","0.458333333","21.008","30.167","59.5","0.1601","18.58","26.5","77.1","0.0831","NA","NA","NA","NA"
"2017-08-02 12:00","42949.5","42949","0.5","21.795","30.343","54.3","0.1579","18.771","27.554","70","0.0787","NA","NA","NA","NA"
"2017-08-02 13:00","42949.54167","42949","0.541666667","22.561","30.697","50.7","0.1535","18.937","27.653","64.7","0.0729","NA","NA","NA","NA"
