"datetime","excel_code","day","time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"2017-04-01 0:00","42826","42826","0","2.93","2.128","98.2","0.2022","3.564","1.967","96.1","0.1971","NA","NA","NA","NA"
"2017-04-01 1:00","42826.04167","42826","0.041666667","2.903","1.886","98.3","0.2029","3.538","1.751","96","0.1957","NA","NA","NA","NA"
"2017-04-01 2:00","42826.08333","42826","0.083333333","2.85","1.805","98.2","0.2058","3.538","1.643","95.2","0.1942","NA","NA","NA","NA"
"2017-04-01 3:00","42826.125","42826","0.125","2.823","1.615","98.1","0.2058","3.512","1.48","94.8","0.1928","NA","NA","NA","NA"
"2017-04-01 4:00","42826.16667","42826","0.166666667","2.77","1.67","97.9","0.2044","3.485","1.534","94.3","0.1913","NA","NA","NA","NA"
"2017-04-01 5:00","42826.20833","42826","0.208333333","2.744","1.67","97.1","0.2029","3.459","1.534","93.1","0.1899","NA","NA","NA","NA"
"2017-04-01 6:00","42826.25","42826","0.25","2.69","1.805","96.2","0.2008","3.433","1.615","92.5","0.1891","NA","NA","NA","NA"
"2017-04-01 7:00","42826.29167","42826","0.291666667","2.664","2.262","95.5","0.1993","3.406","1.967","92.2","0.1877","NA","NA","NA","NA"
"2017-04-01 8:00","42826.33333","42826","0.333333333","2.664","2.717","94.4","0.1978","3.406","2.289","91.1","0.187","NA","NA","NA","NA"
"2017-04-01 9:00","42826.375","42826","0.375","2.717","4.636","91.1","0.1964","3.38","3.459","88.7","0.187","NA","NA","NA","NA"
"2017-04-01 10:00","42826.41667","42826","0.416666667","2.877","5.257","84.8","0.1949","3.406","4.089","85","0.1862","NA","NA","NA","NA"
"2017-04-01 11:00","42826.45833","42826","0.458333333","3.116","5.668","80.3","0.1942","3.485","4.558","82.7","0.1855","NA","NA","NA","NA"
"2017-04-01 12:00","42826.5","42826","0.5","3.354","7.393","76.8","0.1935","3.564","5.847","80.3","0.1848","NA","NA","NA","NA"
"2017-04-01 13:00","42826.54167","42826","0.541666667","3.591","8.568","70.9","0.1928","3.67","7.217","76.8","0.1848","NA","NA","NA","NA"
"2017-04-01 14:00","42826.58333","42826","0.583333333","3.906","11.37","64.7","0.1928","3.801","9.361","73","0.184","NA","NA","NA","NA"
"2017-04-01 15:00","42826.625","42826","0.625","4.194","13.257","58.3","0.192","3.958","10.541","68.2","0.1833","NA","NA","NA","NA"
"2017-04-01 16:00","42826.66667","42826","0.666666667","4.48","12.678","51.2","0.1906","4.089","11.005","62.3","0.1826","NA","NA","NA","NA"
"2017-04-01 17:00","42826.70833","42826","0.708333333","4.688","11.904","48.9","0.1899","4.22","10.785","58.1","0.1819","NA","NA","NA","NA"
"2017-04-01 18:00","42826.75","42826","0.75","4.792","8.99","48.9","0.1891","4.324","9.312","56.1","0.1819","NA","NA","NA","NA"
"2017-04-01 19:00","42826.79167","42826","0.791666667","4.688","5.898","51.7","0.1884","4.376","6.535","57.2","0.1811","NA","NA","NA","NA"
"2017-04-01 20:00","42826.83333","42826","0.833333333","4.428","3.985","55.1","0.1884","4.376","5.308","59.9","0.1804","NA","NA","NA","NA"
"2017-04-01 21:00","42826.875","42826","0.875","4.115","2.877","64.3","0.1877","4.35","3.459","68","0.1797","NA","NA","NA","NA"
"2017-04-01 22:00","42826.91667","42826","0.916666667","3.801","2.877","69.6","0.1877","4.298","3.906","74.6","0.179","NA","NA","NA","NA"
"2017-04-01 23:00","42826.95833","42826","0.958333333","3.538","2.77","71.4","0.1877","4.22","3.801","69.9","0.179","NA","NA","NA","NA"
"2017-04-02 0:00","42827","42827","0","3.301","1.778","74","0.187","4.141","2.236","74.4","0.1782","NA","NA","NA","NA"
"2017-04-02 1:00","42827.04167","42827","0.041666667","3.116","1.886","76","0.1862","4.063","2.69","76.9","0.1775","NA","NA","NA","NA"
"2017-04-02 2:00","42827.08333","42827","0.083333333","2.956","3.221","77.2","0.1862","4.011","3.958","74.7","0.1775","NA","NA","NA","NA"
"2017-04-02 3:00","42827.125","42827","0.125","2.85","2.823","73.3","0.1862","3.958","3.433","70.7","0.1768","NA","NA","NA","NA"
"2017-04-02 4:00","42827.16667","42827","0.166666667","2.77","2.128","72","0.1862","3.906","2.557","68.8","0.1768","NA","NA","NA","NA"
