"datetime","excel_code","day","time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"2018-02-01 0:00","43132","43132","0","-0.199","0.605","77.3","0.1056","0.163","0.77","78","0.1717","NA","NA","NA","NA"
"2018-02-01 1:00","43132.04167","43132","0.041666667","-0.171","0.079","78","0.1063","0.163","0.273","78.6","0.1717","NA","NA","NA","NA"
"2018-02-01 2:00","43132.08333","43132","0.083333333","-0.171","-0.479","80.8","0.1063","0.163","-0.255","80.6","0.1717","NA","NA","NA","NA"
"2018-02-01 3:00","43132.125","43132","0.125","-0.171","-1.185","83.2","0.1063","0.19","-1.242","82.7","0.1717","NA","NA","NA","NA"
"2018-02-01 4:00","43132.16667","43132","0.166666667","-0.171","-1.043","84.7","0.1063","0.19","-1.556","83.5","0.1717","NA","NA","NA","NA"
"2018-02-01 5:00","43132.20833","43132","0.208333333","-0.171","-1.613","85.4","0.1063","0.19","-1.498","83.9","0.1717","NA","NA","NA","NA"
"2018-02-01 6:00","43132.25","43132","0.25","-0.171","-0.873","86.8","0.1063","0.19","-0.732","84.7","0.1717","NA","NA","NA","NA"
"2018-02-01 7:00","43132.29167","43132","0.291666667","-0.171","0.742","85.9","0.1063","0.163","0.412","84.6","0.1717","NA","NA","NA","NA"
"2018-02-01 8:00","43132.33333","43132","0.333333333","-0.171","0.797","83.3","0.1063","0.19","0.632","83.3","0.1717","NA","NA","NA","NA"
"2018-02-01 9:00","43132.375","43132","0.375","-0.171","1.751","82.5","0.1071","0.163","1.262","82.9","0.1717","NA","NA","NA","NA"
"2018-02-01 10:00","43132.41667","43132","0.416666667","-0.171","3.643","76.9","0.1071","0.163","2.903","79.5","0.1717","NA","NA","NA","NA"
"2018-02-01 11:00","43132.45833","43132","0.458333333","-0.171","4.766","70.1","0.1078","0.163","4.324","74.5","0.1717","NA","NA","NA","NA"
"2018-02-01 12:00","43132.5","43132","0.5","-0.171","5.488","64","0.1085","0.163","4.35","69.3","0.1717","NA","NA","NA","NA"
"2018-02-01 13:00","43132.54167","43132","0.541666667","-0.143","3.274","63.3","0.11","0.163","2.744","68","0.1724","NA","NA","NA","NA"
"2018-02-01 14:00","43132.58333","43132","0.583333333","-0.143","3.301","68.1","0.11","0.19","2.69","71.3","0.1739","NA","NA","NA","NA"
"2018-02-01 15:00","43132.625","43132","0.625","-0.143","0.163","68.9","0.1107","0.19","-0.032","71.3","0.1746","NA","NA","NA","NA"
"2018-02-01 16:00","43132.66667","43132","0.666666667","-0.143","-2.625","70.9","0.1107","0.19","-2.918","71.7","0.1753","NA","NA","NA","NA"
"2018-02-01 17:00","43132.70833","43132","0.708333333","-0.143","-3.627","65.6","0.1114","0.19","-3.687","67.5","0.1753","NA","NA","NA","NA"
"2018-02-01 18:00","43132.75","43132","0.75","-0.143","-5.48","66","0.1121","0.19","-5.202","66.8","0.1761","NA","NA","NA","NA"
"2018-02-01 19:00","43132.79167","43132","0.791666667","-0.143","-6.866","67.2","0.1121","0.19","-6.642","67.3","0.1753","NA","NA","NA","NA"
"2018-02-01 20:00","43132.83333","43132","0.833333333","-0.143","-7.738","66.1","0.1121","0.19","-7.608","66.2","0.1746","NA","NA","NA","NA"
"2018-02-01 21:00","43132.875","43132","0.875","-0.143","-8.563","68.5","0.1114","0.19","-8.231","68.1","0.1746","NA","NA","NA","NA"
"2018-02-01 22:00","43132.91667","43132","0.916666667","-0.143","-9.168","70","0.1092","0.19","-8.697","68.8","0.1739","NA","NA","NA","NA"
"2018-02-01 23:00","43132.95833","43132","0.958333333","-0.199","-9.576","70.7","0.1063","0.19","-9.202","69.3","0.1739","NA","NA","NA","NA"
"2018-02-02 0:00","43133","43133","0","-0.255","-9.851","73.7","0.1042","0.19","-9.576","71.6","0.1732","NA","NA","NA","NA"
"2018-02-02 1:00","43133.04167","43133","0.041666667","-0.311","-10.266","72.2","0.1012","0.19","-10.023","70.1","0.1732","NA","NA","NA","NA"
"2018-02-02 2:00","43133.08333","43133","0.083333333","-0.395","-10.511","71.7","0.0991","0.19","-10.301","69.9","0.1732","NA","NA","NA","NA"
"2018-02-02 3:00","43133.125","43133","0.125","-0.507","-10.546","73.4","0.0976","0.19","-10.406","71.1","0.1724","NA","NA","NA","NA"
