"datetime","excel_datetime_code","excel_day","excel_time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"7/1/2014 0:00","41821","41821","0","22.705","24.484","79.1","0.0337","19.888","25.428","81.4","0.0947","23.04","25.089","79.2","0.3199"
"7/1/2014 1:00","41821.04167","41821","0.041666667","22.393","23.954","80.7","0.0337","19.865","25.065","82.5","0.0947","22.705","24.992","80.1","0.3199"
"7/1/2014 2:00","41821.08333","41821","0.083333333","22.13","23.328","82.7","0.033","19.817","23.978","85.1","0.0947","22.417","24.074","82.8","0.3199"
"7/1/2014 3:00","41821.125","41821","0.125","21.891","23.184","84.8","0.033","19.77","24.412","87.6","0.0947","22.13","24.05","86.2","0.3199"
"7/1/2014 4:00","41821.16667","41821","0.166666667","21.676","23.016","85.8","0.033","19.722","24.098","87.2","0.0947","21.867","23.978","86.2","0.3199"
"7/1/2014 5:00","41821.20833","41821","0.208333333","21.485","22.992","86.7","0.033","19.674","23.954","88.2","0.0947","21.652","23.713","87.3","0.3199"
"7/1/2014 6:00","41821.25","41821","0.25","21.318","23.232","86.8","0.033","19.651","23.881","88.9","0.0947","21.509","24.098","87.3","0.3199"
"7/1/2014 7:00","41821.29167","41821","0.291666667","21.246","24.195","86.3","0.033","19.627","24.122","89.5","0.0947","21.533","24.508","86.8","0.3199"
"7/1/2014 8:00","41821.33333","41821","0.333333333","21.318","23.954","85.6","0.033","19.603","23.905","89.2","0.0947","21.748","24.074","87","0.3206"
"7/1/2014 9:00","41821.375","41821","0.375","21.485","27.85","83","0.033","19.627","25.598","88.4","0.0947","22.058","27.776","84.2","0.3206"
"7/1/2014 10:00","41821.41667","41821","0.416666667","21.843","24.339","82","0.0184","19.674","24.146","86.9","0.0962","22.872","24.363","81.9","0.325"
"7/1/2014 11:00","41821.45833","41821","0.458333333","22.154","28.791","87.4","0.0264","19.77","25.404","95.3","0.0962","23.376","27.727","90.1","0.3228"
"7/1/2014 12:00","41821.5","41821","0.5","22.585","29.815","77.2","0.0279","19.912","26.744","84","0.0954","25.162","28.742","79.1","0.3228"
"7/1/2014 13:00","41821.54167","41821","0.541666667","23.04","30.798","66.4","0.0279","19.984","27.801","71.6","0.094","27.604","28.965","67.4","0.3228"
"7/1/2014 14:00","41821.58333","41821","0.583333333","23.497","30.444","63","0.0286","20.055","27.801","68.6","0.0925","27.407","29.414","64.1","0.3206"
"7/1/2014 15:00","41821.625","41821","0.625","23.905","28.816","64.5","0.0293","20.126","26.916","68.4","0.0918","26.818","27.875","62","0.3206"
"7/1/2014 16:00","41821.66667","41821","0.666666667","24.122","28.965","64.8","0.0301","20.15","27.161","69.4","0.0911","26.818","28.147","62.8","0.3206"
"7/1/2014 17:00","41821.70833","41821","0.708333333","24.267","28.221","65.4","0.0315","20.174","27.112","68.7","0.0904","26.5","27.825","64.4","0.3206"
"7/1/2014 18:00","41821.75","41821","0.75","24.291","27.653","67.4","0.0315","20.15","26.5","69.9","0.0896","26.012","27.308","64.6","0.3199"
"7/1/2014 19:00","41821.79167","41821","0.791666667","24.219","27.702","66.9","0.0315","20.126","26.012","70.5","0.0889","25.331","26.72","64.5","0.3199"
"7/1/2014 20:00","41821.83333","41821","0.833333333","24.026","24.992","68.7","0.0315","20.103","25.525","70.8","0.0889","24.605","26.061","65.7","0.3191"
"7/1/2014 21:00","41821.875","41821","0.875","23.665","23.28","76.5","0.0322","20.079","24.195","78.9","0.0889","23.905","24.677","73.3","0.3191"
"7/1/2014 22:00","41821.91667","41821","0.916666667","23.208","21.819","82.6","0.0315","20.031","23.208","84.2","0.0889","23.28","23.16","80.1","0.3191"
"7/1/2014 23:00","41821.95833","41821","0.958333333","22.753","21.557","83.4","0.0315","19.984","23.641","83.4","0.0889","22.657","23.064","82","0.3191"
"7/2/2014 0:00","41822","41822","0","22.321","20.984","83.7","0.0315","19.912","23.184","82.2","0.0889","22.154","22.298","82.7","0.3191"
"7/2/2014 1:00","41822.04167","41822","0.041666667","21.939","20.627","86.2","0.0315","19.817","22.298","84.8","0.0889","21.724","21.819","85.5","0.3191"
"7/2/2014 2:00","41822.08333","41822","0.083333333","21.604","19.888","87.3","0.0315","19.746","21.628","85.9","0.0896","21.342","21.103","87.2","0.3191"
"7/2/2014 3:00","41822.125","41822","0.125","21.294","19.532","88.8","0.0315","19.651","20.841","88.4","0.0889","20.984","20.65","88.9","0.3191"
"7/2/2014 4:00","41822.16667","41822","0.166666667","21.056","19.27","89.4","0.0315","19.532","20.603","90.1","0.0889","20.698","20.15","89.8","0.3191"
"7/2/2014 5:00","41822.20833","41822","0.208333333","20.841","19.27","89.8","0.0315","19.413","20.222","90.4","0.0896","20.436","20.341","90.4","0.3191"
"7/2/2014 6:00","41822.25","41822","0.25","20.674","19.127","90","0.0308","19.318","19.817","91.5","0.0889","20.293","20.46","89.1","0.3184"
"7/2/2014 7:00","41822.29167","41822","0.291666667","20.579","19.936","89.9","0.0308","19.199","20.126","92","0.0889","20.246","20.65","89.6","0.3184"
"7/2/2014 8:00","41822.33333","41822","0.333333333","20.579","21.27","89.6","0.0308","19.127","20.77","92.7","0.0896","20.365","21.581","89.7","0.3184"
"7/2/2014 9:00","41822.375","41822","0.375","20.698","23.689","87.5","0.0315","19.08","22.154","91.5","0.0896","20.65","23.569","88.1","0.3191"
"7/2/2014 10:00","41822.41667","41822","0.416666667","20.96","28.27","75.9","0.0315","19.103","24.484","81.4","0.0889","21.39","27.333","73.9","0.3191"
"7/2/2014 11:00","41822.45833","41822","0.458333333","21.413","29.439","65.4","0.0315","19.199","25.939","72.6","0.0889","22.537","28.518","62.3","0.3191"
"7/2/2014 12:00","41822.5","41822","0.5","21.867","30.192","60.5","0.0315","19.341","26.965","68","0.0882","24.074","28.891","60.4","0.3191"
"7/2/2014 13:00","41822.54167","41822","0.541666667","22.417","30.874","59.6","0.0308","19.46","27.628","65.9","0.0867","26.061","29.265","56.8","0.3191"
"7/2/2014 14:00","41822.58333","41822","0.583333333","22.968","32.073","54.9","0.0301","19.579","28.295","60.2","0.086","26.085","29.49","54.4","0.3191"
"7/2/2014 15:00","41822.625","41822","0.625","23.424","28.493","54.5","0.0315","19.698","27.481","57.4","0.0853","25.841","28.518","51.4","0.3191"
"7/2/2014 16:00","41822.66667","41822","0.666666667","23.689","25.404","58","0.0315","19.746","24.508","59.5","0.0838","25.963","25.234","55.4","0.3191"
"7/2/2014 17:00","41822.70833","41822","0.708333333","23.665","23.954","73.1","0.0315","19.722","23.713","75.4","0.0838","25.089","23.93","72","0.3184"
"7/2/2014 18:00","41822.75","41822","0.75","23.4","23.978","72.6","0.0315","19.603","24.05","72.5","0.0838","24.339","24.219","70.6","0.3184"
"7/2/2014 19:00","41822.79167","41822","0.791666667","23.16","24.798","73.5","0.0315","19.532","24.291","75.2","0.0838","23.761","24.315","71.8","0.3184"
"7/2/2014 20:00","41822.83333","41822","0.833333333","22.92","23.304","73.2","0.0315","19.484","23.713","72.6","0.0831","23.256","23.93","71.7","0.3184"
"7/2/2014 21:00","41822.875","41822","0.875","22.633","20.936","75.1","0.0315","19.413","22.417","73.1","0.0831","22.681","22.369","71.3","0.3184"
"7/2/2014 22:00","41822.91667","41822","0.916666667","22.226","20.246","80.1","0.0315","19.341","21.843","79.5","0.0838","22.011","21.342","76.7","0.3184"
"7/2/2014 23:00","41822.95833","41822","0.958333333","21.772","19.888","79.5","0.0322","19.246","21.032","78.4","0.0838","21.413","20.603","77.1","0.3177"
"7/3/2014 0:00","41823","41823","0","21.39","18.366","82.4","0.0322","19.127","20.055","80.1","0.0831","20.913","19.365","80.5","0.3177"
"7/3/2014 1:00","41823.04167","41823","0.041666667","21.008","17.51","83.4","0.0322","18.985","18.604","82.7","0.0838","20.412","18.414","82.8","0.317"
"7/3/2014 2:00","41823.08333","41823","0.083333333","20.674","16.606","86","0.0322","18.842","17.986","85.7","0.0831","20.007","17.391","86.1","0.317"
"7/3/2014 3:00","41823.125","41823","0.125","20.341","16.177","86.5","0.033","18.675","17.034","85.7","0.0831","19.508","16.796","87.1","0.317"
"7/3/2014 4:00","41823.16667","41823","0.166666667","19.984","14.218","87.3","0.0337","18.485","15.605","86.8","0.0831","19.032","15.605","87.8","0.317"
"7/3/2014 5:00","41823.20833","41823","0.208333333","19.627","14.457","88","0.0344","18.271","16.129","85.3","0.0831","18.557","15.629","88.8","0.317"
"7/3/2014 6:00","41823.25","41823","0.25","19.294","13.425","84.1","0.0344","18.081","15.008","80.3","0.0831","18.129","14.457","84.3","0.317"
"7/3/2014 7:00","41823.29167","41823","0.291666667","18.961","14.29","86.2","0.0344","17.867","15.127","85.2","0.0831","17.796","17.843","85.1","0.317"
"7/3/2014 8:00","41823.33333","41823","0.333333333","18.842","20.46","78.9","0.0337","17.701","16.392","82.9","0.0831","17.915","20.793","68.6","0.317"
"7/3/2014 9:00","41823.375","41823","0.375","19.103","22.369","62.3","0.0322","17.629","18.461","76","0.0831","18.485","22.609","57.6","0.317"
"7/3/2014 10:00","41823.41667","41823","0.416666667","19.484","21.103","64","0.0315","17.605","19.08","71.7","0.0824","19.175","22.034","63","0.317"
"7/3/2014 11:00","41823.45833","41823","0.458333333","19.793","22.944","62.7","0.0315","17.629","20.269","70.1","0.0824","19.888","23.545","62.4","0.317"
"7/3/2014 12:00","41823.5","41823","0.5","20.126","23.424","61.5","0.0315","17.677","20.984","69","0.0816","21.413","22.968","60.2","0.317"
"7/3/2014 13:00","41823.54167","41823","0.541666667","20.436","19.936","74.3","0.0308","17.724","18.461","77","0.0816","21.939","19.484","72.8","0.3177"
"7/3/2014 14:00","41823.58333","41823","0.583333333","20.555","22.633","80.5","0.0286","17.748","19.46","88.6","0.0816","21.485","21.581","83.9","0.317"
"7/3/2014 15:00","41823.625","41823","0.625","20.77","23.665","73.7","0.0308","17.772","21.008","83.4","0.0816","21.891","23.04","75.5","0.3177"
"7/3/2014 16:00","41823.66667","41823","0.666666667","21.079","23.232","69.3","0.0315","17.843","21.366","75.9","0.0816","22.657","21.843","68.2","0.3177"
"7/3/2014 17:00","41823.70833","41823","0.708333333","21.413","21.127","69","0.0322","17.891","19.746","75.1","0.0809","22.226","20.174","70.1","0.317"
"7/3/2014 18:00","41823.75","41823","0.75","21.581","19.841","70.7","0.0315","17.843","18.509","75.4","0.0809","21.342","18.985","71","0.3162"
"7/3/2014 19:00","41823.79167","41823","0.791666667","21.437","18.366","71.3","0.0322","17.748","17.938","76","0.0809","20.722","18.366","71.6","0.3162"
"7/3/2014 20:00","41823.83333","41823","0.833333333","21.127","16.892","73.9","0.0322","17.605","17.034","76.9","0.0809","20.079","17.225","73.5","0.3162"
"7/3/2014 21:00","41823.875","41823","0.875","20.698","15.796","73.9","0.0322","17.463","16.177","76.7","0.0809","19.341","16.177","73.7","0.3162"
