"datetime","excel_datetime_code","excel_day","excel_time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"5/1/2014 0:00","41760","41760","0","6.255","6.433","93.9","0.2","3.985","6.255","97.4","0.2284","NULL","NULL","NULL","NULL"
"5/1/2014 1:00","41760.04167","41760","0.041666667","6.281","6.026","93.9","0.1978","3.985","5.949","97.5","0.2291","NULL","NULL","NULL","NULL"
"5/1/2014 2:00","41760.08333","41760","0.083333333","6.281","5.719","93.9","0.2015","4.011","5.591","97.4","0.2291","NULL","NULL","NULL","NULL"
"5/1/2014 3:00","41760.125","41760","0.125","6.281","5.437","94","0.2066","4.037","5.257","97.5","0.2363","NULL","NULL","NULL","NULL"
"5/1/2014 4:00","41760.16667","41760","0.166666667","6.255","5.462","93.9","0.2037","4.063","5.257","97.4","0.2334","NULL","NULL","NULL","NULL"
"5/1/2014 5:00","41760.20833","41760","0.208333333","6.255","5.898","94","0.2153","4.063","5.591","97.5","0.2385","NULL","NULL","NULL","NULL"
"5/1/2014 6:00","41760.25","41760","0.25","6.23","6.051","94.1","0.2087","4.063","5.821","97.6","0.2356","NULL","NULL","NULL","NULL"
"5/1/2014 7:00","41760.29167","41760","0.291666667","6.255","6.382","94.1","0.2044","4.063","6","97.7","0.2334","NULL","NULL","NULL","NULL"
"5/1/2014 8:00","41760.33333","41760","0.333333333","6.255","7.142","94.2","0.2015","4.089","6.965","97.8","0.2327","NULL","NULL","NULL","NULL"
"5/1/2014 9:00","41760.375","41760","0.375","6.331","10.565","94.4","0.2029","4.115","9.805","98.2","0.2313","NULL","NULL","NULL","NULL"
"5/1/2014 10:00","41760.41667","41760","0.416666667","6.535","12.292","91.5","0.2051","4.246","11.151","98.4","0.2313","NULL","NULL","NULL","NULL"
"5/1/2014 11:00","41760.45833","41760","0.458333333","6.864","11.102","85.8","0.2044","4.48","10.026","91.8","0.2298","NULL","NULL","NULL","NULL"
"5/1/2014 12:00","41760.5","41760","0.5","7.091","12.413","81.8","0.2015","4.636","10.541","86.8","0.2291","NULL","NULL","NULL","NULL"
"5/1/2014 13:00","41760.54167","41760","0.541666667","7.318","14.314","69.8","0.1986","4.792","12.268","76.5","0.2291","NULL","NULL","NULL","NULL"
"5/1/2014 14:00","41760.58333","41760","0.583333333","7.619","14.385","60","0.1964","4.947","13.377","66.2","0.2284","NULL","NULL","NULL","NULL"
"5/1/2014 15:00","41760.625","41760","0.625","7.945","14.673","55.7","0.1942","5.154","14.098","62","0.2276","NULL","NULL","NULL","NULL"
"5/1/2014 16:00","41760.66667","41760","0.666666667","8.12","13.642","56.3","0.1928","5.308","12.992","61.7","0.2276","NULL","NULL","NULL","NULL"
"5/1/2014 17:00","41760.70833","41760","0.708333333","8.195","13.425","55","0.1913","5.385","12.871","60.1","0.2269","NULL","NULL","NULL","NULL"
"5/1/2014 18:00","41760.75","41760","0.75","8.195","12.05","57.1","0.1906","5.437","11.565","61.7","0.2262","NULL","NULL","NULL","NULL"
"5/1/2014 19:00","41760.79167","41760","0.791666667","8.12","11.783","59.9","0.1899","5.411","11.492","64.4","0.2262","NULL","NULL","NULL","NULL"
"5/1/2014 20:00","41760.83333","41760","0.833333333","8.045","11.273","62.6","0.1899","5.411","11.005","67.1","0.2262","NULL","NULL","NULL","NULL"
"5/1/2014 21:00","41760.875","41760","0.875","7.945","10.785","64.8","0.1891","5.385","10.638","69.2","0.2254","NULL","NULL","NULL","NULL"
"5/1/2014 22:00","41760.91667","41760","0.916666667","7.87","10.541","66.5","0.1891","5.334","10.32","70.8","0.2254","NULL","NULL","NULL","NULL"
"5/1/2014 23:00","41760.95833","41760","0.958333333","7.795","10.075","68.3","0.1884","5.308","9.903","72.5","0.2247","NULL","NULL","NULL","NULL"
"5/2/2014 0:00","41761","41761","0","7.695","8.593","72.1","0.1884","5.282","8.817","76.1","0.2247","NULL","NULL","NULL","NULL"
"5/2/2014 1:00","41761.04167","41761","0.041666667","7.569","7.343","76.4","0.1884","5.205","7.795","79.3","0.2247","NULL","NULL","NULL","NULL"
"5/2/2014 2:00","41761.08333","41761","0.083333333","7.368","6.281","79.5","0.1884","5.128","6.509","82.6","0.224","NULL","NULL","NULL","NULL"
"5/2/2014 3:00","41761.125","41761","0.125","7.116","6.204","81.6","0.1884","5.05","6.357","84.9","0.224","NULL","NULL","NULL","NULL"
"5/2/2014 4:00","41761.16667","41761","0.166666667","6.965","7.995","80.9","0.1891","4.973","7.845","84.7","0.2233","NULL","NULL","NULL","NULL"
"5/2/2014 5:00","41761.20833","41761","0.208333333","6.889","8.02","80","0.1884","4.947","7.995","83.1","0.2233","NULL","NULL","NULL","NULL"
"5/2/2014 6:00","41761.25","41761","0.25","6.889","7.444","79.8","0.1884","4.921","7.419","82.9","0.2233","NULL","NULL","NULL","NULL"
"5/2/2014 7:00","41761.29167","41761","0.291666667","6.889","7.494","78","0.1877","4.921","7.318","81.3","0.2233","NULL","NULL","NULL","NULL"
"5/2/2014 8:00","41761.33333","41761","0.333333333","6.864","8.095","75.7","0.1877","4.895","7.77","79.2","0.2225","NULL","NULL","NULL","NULL"
"5/2/2014 9:00","41761.375","41761","0.375","6.864","9.435","72.6","0.1877","4.895","8.618","76.8","0.2225","NULL","NULL","NULL","NULL"
"5/2/2014 10:00","41761.41667","41761","0.416666667","6.99","10.736","70.6","0.1877","4.973","9.632","75.6","0.2225","NULL","NULL","NULL","NULL"
"5/2/2014 11:00","41761.45833","41761","0.458333333","7.192","10.394","67","0.1862","5.102","9.903","72.6","0.2233","NULL","NULL","NULL","NULL"
"5/2/2014 12:00","41761.5","41761","0.5","7.393","10.932","69.6","0.1862","5.231","10.32","74.6","0.2225","NULL","NULL","NULL","NULL"
"5/2/2014 13:00","41761.54167","41761","0.541666667","7.544","11.127","73.5","0.187","5.308","10.369","78.8","0.2225","NULL","NULL","NULL","NULL"
"5/2/2014 14:00","41761.58333","41761","0.583333333","7.72","11.565","77","0.187","5.411","10.932","82.4","0.2225","NULL","NULL","NULL","NULL"
"5/2/2014 15:00","41761.625","41761","0.625","7.87","11.904","73.9","0.187","5.514","11.2","79.2","0.2225","NULL","NULL","NULL","NULL"
"5/2/2014 16:00","41761.66667","41761","0.666666667","7.995","11.54","74.3","0.1862","5.591","11.175","79.4","0.2218","NULL","NULL","NULL","NULL"
"5/2/2014 17:00","41761.70833","41761","0.708333333","8.145","11.613","73.5","0.1862","5.693","11.053","78.7","0.2218","NULL","NULL","NULL","NULL"
"5/2/2014 18:00","41761.75","41761","0.75","8.27","12.606","72.9","0.1848","5.77","12.098","78.6","0.2218","NULL","NULL","NULL","NULL"
"5/2/2014 19:00","41761.79167","41761","0.791666667","8.369","12.413","71","0.184","5.847","12.074","76.1","0.2218","NULL","NULL","NULL","NULL"
"5/2/2014 20:00","41761.83333","41761","0.833333333","8.394","10.81","75.1","0.1862","5.872","10.687","79.7","0.2218","NULL","NULL","NULL","NULL"
"5/2/2014 21:00","41761.875","41761","0.875","8.369","9.485","84.5","0.208","5.872","9.46","88.6","0.2218","NULL","NULL","NULL","NULL"
"5/2/2014 22:00","41761.91667","41761","0.916666667","8.295","9.977","87.2","0.2073","5.872","9.854","91.3","0.2218","NULL","NULL","NULL","NULL"
"5/2/2014 23:00","41761.95833","41761","0.958333333","8.195","9.78","84.2","0.2","5.847","9.608","88.4","0.2211","NULL","NULL","NULL","NULL"
"5/3/2014 0:00","41762","41762","0","8.145","9.163","85","0.2022","5.821","9.015","88.9","0.2211","NULL","NULL","NULL","NULL"
"5/3/2014 1:00","41762.04167","41762","0.041666667","8.07","8.941","86.8","0.2029","5.796","8.916","90.7","0.2211","NULL","NULL","NULL","NULL"
