"datetime","excel_datetime_code","excel_day","excel_time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"9/1/2015 0:00","42248","42248","0","19.579","NA","NA","0.0148","19.008","19.912","90.4","0.0214","19.555","19.175","90.5","0.2392"
"9/1/2015 1:00","42248.04167","42248","0.041666667","19.199","NA","NA","0.0148","18.913","19.222","92.1","0.0214","19.032","18.224","93.1","0.2392"
"9/1/2015 2:00","42248.08333","42248","0.083333333","18.842","NA","NA","0.0148","18.794","18.675","93.2","0.0214","18.557","17.796","94.7","0.2392"
"9/1/2015 3:00","42248.125","42248","0.125","18.509","NA","NA","0.0155","18.652","17.938","94.1","0.0214","18.176","17.605","95.7","0.2392"
"9/1/2015 4:00","42248.16667","42248","0.166666667","18.247","NA","NA","0.0163","18.533","17.891","95.9","0.0214","17.986","17.724","96.5","0.24"
"9/1/2015 5:00","42248.20833","42248","0.208333333","18.176","NA","NA","0.017","18.414","17.819","97","0.0214","18.033","17.796","97","0.24"
"9/1/2015 6:00","42248.25","42248","0.25","18.2","NA","NA","0.017","18.319","17.486","97.5","0.0214","18.081","17.486","97.3","0.24"
"9/1/2015 7:00","42248.29167","42248","0.291666667","18.2","NA","NA","0.017","18.224","17.391","97.7","0.0214","18.033","18.295","97.6","0.2407"
"9/1/2015 8:00","42248.33333","42248","0.333333333","18.224","NA","NA","0.0163","18.152","18.604","97.8","0.0214","18.176","21.604","97.3","0.24"
"9/1/2015 9:00","42248.375","42248","0.375","18.509","NA","NA","0.0155","18.152","20.889","97.2","0.0214","18.771","24.75","91.7","0.2407"
"9/1/2015 10:00","42248.41667","42248","0.416666667","18.985","NA","NA","0.0163","18.224","23.593","89.3","0.0214","19.698","26.622","76.9","0.24"
"9/1/2015 11:00","42248.45833","42248","0.458333333","19.603","NA","NA","0.0155","18.39","24.847","82.1","0.0214","21.199","25.866","72.6","0.24"
"9/1/2015 12:00","42248.5","42248","0.5","20.293","NA","NA","0.0155","18.604","26.012","79.2","0.0214","22.13","27.333","73.8","0.2392"
"9/1/2015 13:00","42248.54167","42248","0.541666667","20.913","NA","NA","0.0155","18.842","27.505","73.8","0.0214","23.424","27.014","68.6","0.2392"
"9/1/2015 14:00","42248.58333","42248","0.583333333","21.485","NA","NA","0.0155","19.056","27.161","74.6","0.0214","23.905","27.382","72.4","0.2385"
"9/1/2015 15:00","42248.625","42248","0.625","21.867","NA","NA","0.0155","19.246","27.677","73.5","0.0206","23.881","28.692","69.8","0.2378"
"9/1/2015 16:00","42248.66667","42248","0.666666667","22.178","NA","NA","0.0148","19.413","28.27","65.4","0.0206","23.93","28.742","60.9","0.2378"
"9/1/2015 17:00","42248.70833","42248","0.708333333","22.369","NA","NA","0.0134","19.532","27.333","67.5","0.0206","23.737","28.147","58.5","0.2371"
"9/1/2015 18:00","42248.75","42248","0.75","22.321","NA","NA","0.0126","19.627","26.475","67.3","0.0206","23.352","27.038","61.1","0.2371"
"9/1/2015 19:00","42248.79167","42248","0.791666667","22.058","NA","NA","0.0126","19.674","24.919","73","0.0206","22.753","24.339","70.6","0.2378"
"9/1/2015 20:00","42248.83333","42248","0.833333333","21.604","NA","NA","0.0126","19.674","23.881","77.6","0.0206","22.011","22.729","79.8","0.2371"
"9/1/2015 21:00","42248.875","42248","0.875","21.103","NA","NA","0.0126","19.627","24.388","78","0.0206","21.342","22.896","77.6","0.2371"
"9/1/2015 22:00","42248.91667","42248","0.916666667","20.65","NA","NA","0.0126","19.603","22.298","77.5","0.0199","20.793","21.056","80.1","0.2371"
"9/1/2015 23:00","42248.95833","42248","0.958333333","20.198","NA","NA","0.0134","19.508","21.819","81.6","0.0199","20.15","20.103","85.9","0.2378"
"9/2/2015 0:00","42249","42249","0","19.77","NA","NA","0.0126","19.413","21.151","83.9","0.0206","19.627","19.817","89","0.2378"
"9/2/2015 1:00","42249.04167","42249","0.041666667","19.436","NA","NA","0.0134","19.318","19.912","87.6","0.0199","19.246","19.127","90.6","0.2378"
"9/2/2015 2:00","42249.08333","42249","0.083333333","19.151","NA","NA","0.0134","19.199","19.413","89.5","0.0199","18.913","18.509","92.1","0.2371"
"9/2/2015 3:00","42249.125","42249","0.125","18.913","NA","NA","0.0141","19.08","19.127","90.9","0.0206","18.628","18.152","93.6","0.2378"
"9/2/2015 4:00","42249.16667","42249","0.166666667","18.699","NA","NA","0.0141","18.961","18.961","92","0.0206","18.366","17.938","94.6","0.2378"
"9/2/2015 5:00","42249.20833","42249","0.208333333","18.509","NA","NA","0.0141","18.866","18.533","92.9","0.0206","18.152","17.819","95.4","0.2378"
"9/2/2015 6:00","42249.25","42249","0.25","18.343","NA","NA","0.0141","18.771","18.485","93.5","0.0206","17.962","17.962","96","0.2378"
"9/2/2015 7:00","42249.29167","42249","0.291666667","18.247","NA","NA","0.0148","18.675","19.222","94.2","0.0206","18.01","19.508","96.4","0.2385"
"9/2/2015 8:00","42249.33333","42249","0.333333333","18.366","NA","NA","0.0141","18.628","20.698","94.1","0.0206","18.485","25.21","95.5","0.2378"
"9/2/2015 9:00","42249.375","42249","0.375","18.794","NA","NA","0.0141","18.675","23.809","92.1","0.0206","19.341","27.087","82.1","0.2378"
"9/2/2015 10:00","42249.41667","42249","0.416666667","19.46","NA","NA","0.0141","18.818","25.987","86.1","0.0206","20.507","29.916","73.5","0.2378"
"9/2/2015 11:00","42249.45833","42249","0.458333333","20.246","NA","NA","0.0141","19.056","28.147","77.8","0.0199","22.154","30.243","64.9","0.2371"
"9/2/2015 12:00","42249.5","42249","0.5","21.079","NA","NA","0.0134","19.318","29.04","68.9","0.0199","23.4","30.495","61.9","0.2371"
"9/2/2015 13:00","42249.54167","42249","0.541666667","21.795","NA","NA","0.0134","19.579","30.318","62.4","0.0199","24.677","31.714","62.1","0.2363"
"9/2/2015 14:00","42249.58333","42249","0.583333333","22.393","NA","NA","0.0134","19.817","30.9","58.5","0.0199","25.307","31.816","52.8","0.2356"
"9/2/2015 15:00","42249.625","42249","0.625","22.848","NA","NA","0.0126","20.007","30.369","59.4","0.0192","25.307","31.459","54.5","0.2349"
"9/2/2015 16:00","42249.66667","42249","0.666666667","23.256","NA","NA","0.0126","20.198","31.382","57.8","0.0192","25.258","31.23","53.2","0.2342"
"9/2/2015 17:00","42249.70833","42249","0.708333333","23.497","NA","NA","0.0112","20.341","30.167","60.3","0.0192","24.992","30.167","55.4","0.2334"
"9/2/2015 18:00","42249.75","42249","0.75","23.448","NA","NA","0.0112","20.412","28.766","64.5","0.0192","24.532","28.99","59.6","0.2334"
"9/2/2015 19:00","42249.79167","42249","0.791666667","23.16","NA","NA","0.0105","20.46","27.751","66.6","0.0192","23.954","27.235","63.8","0.2342"
"9/2/2015 20:00","42249.83333","42249","0.833333333","22.705","NA","NA","0.0112","20.484","26.646","71.6","0.0192","23.28","26.989","69.9","0.2342"
"9/2/2015 21:00","42249.875","42249","0.875","22.274","NA","NA","0.0105","20.484","25.939","78.3","0.0192","22.824","24.871","76.5","0.2342"
"9/2/2015 22:00","42249.91667","42249","0.916666667","21.867","NA","NA","0.0112","20.46","25.647","80.8","0.0184","22.345","24.219","82.9","0.2342"
"9/2/2015 23:00","42249.95833","42249","0.958333333","21.485","NA","NA","0.0112","20.412","24.122","83.4","0.0192","21.891","23.136","84.6","0.2342"
"9/3/2015 0:00","42250","42250","0","21.151","NA","NA","0.0112","20.365","23.569","85.3","0.0192","21.461","22.585","87.9","0.2342"
"9/3/2015 1:00","42250.04167","42250","0.041666667","20.865","NA","NA","0.0105","20.293","22.561","87.6","0.0192","21.056","21.772","90","0.2342"
"9/3/2015 2:00","42250.08333","42250","0.083333333","20.603","NA","NA","0.0112","20.198","22.729","89.9","0.0192","20.698","21.724","91.9","0.2349"
"9/3/2015 3:00","42250.125","42250","0.125","20.388","NA","NA","0.0112","20.126","22.776","90.2","0.0192","20.46","21.772","92.8","0.2349"
"9/3/2015 4:00","42250.16667","42250","0.166666667","20.222","NA","NA","0.0112","20.079","22.202","91.2","0.0192","20.246","21.366","93.4","0.2356"
"9/3/2015 5:00","42250.20833","42250","0.208333333","20.031","NA","NA","0.0119","20.031","21.891","93.3","0.0192","20.031","21.485","94.4","0.2356"
"9/3/2015 6:00","42250.25","42250","0.25","19.865","NA","NA","0.0119","19.96","21.533","94","0.0192","19.865","20.984","95.1","0.2356"
"9/3/2015 7:00","42250.29167","42250","0.291666667","19.722","NA","NA","0.0119","19.912","21.772","94.8","0.0192","19.77","22.25","95.7","0.2356"
"9/3/2015 8:00","42250.33333","42250","0.333333333","19.793","NA","NA","0.0119","19.865","22.944","94.3","0.0192","20.222","24.412","94.7","0.2356"
"9/3/2015 9:00","42250.375","42250","0.375","20.103","NA","NA","0.0119","19.888","24.557","92","0.0192","21.008","26.158","87","0.2356"
"9/3/2015 10:00","42250.41667","42250","0.416666667","20.603","NA","NA","0.0119","19.96","25.55","87.9","0.0192","21.963","28.444","80.7","0.2356"
"9/3/2015 11:00","42250.45833","42250","0.458333333","21.127","NA","NA","0.0119","20.079","26.5","84.9","0.0192","23.064","28.394","75","0.2356"
"9/3/2015 12:00","42250.5","42250","0.5","21.7","NA","NA","0.0119","20.222","28.221","79.3","0.0192","23.833","29.464","73.8","0.2349"
"9/3/2015 13:00","42250.54167","42250","0.541666667","22.321","NA","NA","0.0119","20.388","28.171","78.4","0.0192","25.21","29.015","71.9","0.2349"
"9/3/2015 14:00","42250.58333","42250","0.583333333","22.824","NA","NA","0.0119","20.579","28.147","77.4","0.0192","25.671","28.147","73.6","0.2342"
"9/3/2015 15:00","42250.625","42250","0.625","23.136","NA","NA","0.0112","20.698","27.85","77.1","0.0184","25.307","28.692","74.2","0.2334"
"9/3/2015 16:00","42250.66667","42250","0.666666667","23.376","NA","NA","0.0105","20.793","27.112","78.5","0.0177","25.162","27.801","73.9","0.2334"
"9/3/2015 17:00","42250.70833","42250","0.708333333","23.472","NA","NA","0.0097","20.817","26.134","79.7","0.0177","24.823","26.475","76.4","0.2334"
"9/3/2015 18:00","42250.75","42250","0.75","23.208","NA","NA","0.009","20.77","23.809","73.7","0.0177","23.978","23.905","69.7","0.2327"
"9/3/2015 19:00","42250.79167","42250","0.791666667","22.753","NA","NA","0.009","20.603","22.441","74.9","0.017","23.064","22.633","70.7","0.2327"
"9/3/2015 20:00","42250.83333","42250","0.833333333","22.25","NA","NA","0.0083","20.436","22.034","78.5","0.017","22.226","21.867","73.6","0.2327"
"9/3/2015 21:00","42250.875","42250","0.875","21.772","NA","NA","0.0083","20.293","21.413","81.6","0.017","21.581","21.509","78.4","0.2327"
"9/3/2015 22:00","42250.91667","42250","0.916666667","21.342","NA","NA","0.0083","20.174","21.246","83.4","0.017","21.056","20.65","82.8","0.2327"
"9/3/2015 23:00","42250.95833","42250","0.958333333","20.96","NA","NA","0.0083","20.055","20.865","85.4","0.017","20.579","20.079","86.5","0.2327"
