"datetime","excel_datetime_code","excel_day","excel_time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"8/1/2016 0:00","42583","42583","0","20.746","18.723","81.7","0.0039","18.652","19.841","81.8","0.017","20.246","18.913","85.2","0.2785"
"8/1/2016 1:00","42583.04167","42583","0.041666667","20.412","18.033","86.2","0.0039","18.604","18.747","84.8","0.017","19.912","18.033","88","0.2785"
"8/1/2016 2:00","42583.08333","42583","0.083333333","20.055","17.819","88.2","0.0039","18.533","18.414","87.1","0.017","19.555","17.558","90.5","0.2785"
"8/1/2016 3:00","42583.125","42583","0.125","19.746","17.439","90.4","0.0039","18.461","18.105","89","0.017","19.27","17.32","92.1","0.2777"
"8/1/2016 4:00","42583.16667","42583","0.166666667","19.484","17.486","92.1","0.0039","18.39","18.033","90.5","0.017","19.008","17.296","93.3","0.2785"
"8/1/2016 5:00","42583.20833","42583","0.208333333","19.27","17.272","93.1","0.0039","18.319","18.033","91","0.017","18.794","17.082","94.1","0.2785"
"8/1/2016 6:00","42583.25","42583","0.25","19.103","17.772","93.4","0.0039","18.271","18.176","90.8","0.017","18.604","17.701","94.8","0.2785"
"8/1/2016 7:00","42583.29167","42583","0.291666667","19.08","19.984","92.1","0.0046","18.224","19.08","90.3","0.017","18.604","20.055","94.9","0.2785"
"8/1/2016 8:00","42583.33333","42583","0.333333333","19.294","23.304","86.8","0.0046","18.2","21.127","89.1","0.017","18.961","22.753","93.2","0.2792"
"8/1/2016 9:00","42583.375","42583","0.375","19.698","25.477","77.8","0.0046","18.247","22.681","85.5","0.017","19.627","24.726","83.3","0.2799"
"8/1/2016 10:00","42583.41667","42583","0.416666667","20.293","27.308","70.1","0.0046","18.366","23.954","83.6","0.017","20.507","27.825","74.2","0.2806"
"8/1/2016 11:00","42583.45833","42583","0.458333333","21.056","28.692","62.1","0.0046","18.509","24.823","78","0.017","21.485","26.769","68.3","0.2806"
"8/1/2016 12:00","42583.5","42583","0.5","21.772","28.742","57.6","0.0046","18.699","25.162","73.8","0.017","22.25","27.136","67.7","0.2806"
"8/1/2016 13:00","42583.54167","42583","0.541666667","22.465","28.642","56.7","0.0046","18.842","25.453","73.2","0.0163","23.136","26.598","67.7","0.2806"
"8/1/2016 14:00","42583.58333","42583","0.583333333","23.088","28.32","58.2","0.0046","18.961","24.726","72.7","0.0163","24.002","26.061","67.4","0.2799"
"8/1/2016 15:00","42583.625","42583","0.625","23.569","30.545","54.3","0.0046","19.056","25.647","70.6","0.0155","24.002","28.369","66","0.2792"
"8/1/2016 16:00","42583.66667","42583","0.666666667","23.905","29.19","52.7","0.0046","19.127","25.477","68.2","0.0155","24.557","25.695","63.3","0.2792"
"8/1/2016 17:00","42583.70833","42583","0.708333333","24.026","28.345","49.1","0.0039","19.175","25.258","65","0.0155","23.881","24.992","64.2","0.2792"
"8/1/2016 18:00","42583.75","42583","0.75","23.881","25.113","49.5","0.0032","19.175","24.919","60","0.0148","23.232","24.75","60.9","0.2785"
"8/1/2016 19:00","42583.79167","42583","0.791666667","23.472","23.064","55.7","0.0025","19.175","23.978","62.7","0.0148","22.705","23.448","61.4","0.2785"
"8/1/2016 20:00","42583.83333","42583","0.833333333","22.872","20.889","61.7","0.0017","19.175","22.441","65.8","0.0155","22.13","21.413","65.1","0.2785"
"8/1/2016 21:00","42583.875","42583","0.875","22.226","19.484","69","0.0025","19.103","21.27","70.8","0.0155","21.509","20.103","70.7","0.2777"
"8/1/2016 22:00","42583.91667","42583","0.916666667","21.604","19.603","72.1","0.0017","19.032","20.722","74.1","0.0155","20.913","19.103","77.1","0.2777"
"8/1/2016 23:00","42583.95833","42583","0.958333333","21.079","19.008","74.4","0.0017","18.937","19.841","76.7","0.0148","20.412","18.747","82.1","0.2777"
"8/2/2016 0:00","42584","42584","0","20.627","19.222","77","0.0017","18.866","19.936","79.4","0.0155","20.007","18.105","84.1","0.277"
"8/2/2016 1:00","42584.04167","42584","0.041666667","20.269","19.008","79.4","0.0017","18.771","19.341","80.9","0.0155","19.627","18.271","86.4","0.277"
"8/2/2016 2:00","42584.08333","42584","0.083333333","19.984","17.938","84.1","0.0017","18.699","19.27","84.3","0.0155","19.341","18.747","88.5","0.277"
"8/2/2016 3:00","42584.125","42584","0.125","19.698","17.748","87.1","0.0017","18.628","18.747","85.5","0.0155","19.151","18.271","89","0.277"
"8/2/2016 4:00","42584.16667","42584","0.166666667","19.436","17.344","89.3","0.0017","18.557","18.105","87.4","0.0155","18.937","17.153","90.1","0.277"
"8/2/2016 5:00","42584.20833","42584","0.208333333","19.151","16.915","90.2","0.0017","18.485","17.677","88.4","0.0155","18.699","16.939","91.5","0.277"
"8/2/2016 6:00","42584.25","42584","0.25","18.937","16.725","90","0.0017","18.39","17.582","88.6","0.0155","18.461","18.485","92","0.277"
"8/2/2016 7:00","42584.29167","42584","0.291666667","18.842","21.939","87.2","0.0017","18.319","19.127","87.1","0.0155","18.461","23.713","83.7","0.2777"
"8/2/2016 8:00","42584.33333","42584","0.333333333","19.008","26.524","67.1","0.0025","18.295","22.585","80.7","0.0155","18.866","25.598","66","0.2785"
"8/2/2016 9:00","42584.375","42584","0.375","19.508","27.358","58.8","0.0025","18.343","23.978","74.2","0.0155","19.484","26.818","63.6","0.2792"
"8/2/2016 10:00","42584.41667","42584","0.416666667","20.269","29.24","58.4","0.0025","18.485","25.186","74.2","0.0148","20.365","28.122","64.9","0.2792"
"8/2/2016 11:00","42584.45833","42584","0.458333333","21.127","29.14","49.9","0.0025","18.652","25.72","65.6","0.0148","21.318","26.793","58.2","0.2785"
"8/2/2016 12:00","42584.5","42584","0.5","21.843","30.318","45.9","0.0032","18.794","26.182","60.6","0.0148","21.915","27.505","57.4","0.2785"
"8/2/2016 13:00","42584.54167","42584","0.541666667","22.489","29.815","46.7","0.0025","18.913","25.939","62.2","0.0148","22.776","26.769","59.1","0.2785"
"8/2/2016 14:00","42584.58333","42584","0.583333333","23.16","29.59","47.2","0.0032","19.032","25.914","62.8","0.0141","23.761","27.087","60.7","0.2777"
"8/2/2016 15:00","42584.625","42584","0.625","23.713","30.343","46.7","0.0025","19.127","26.061","62.4","0.0141","23.569","29.215","59","0.2777"
"8/2/2016 16:00","42584.66667","42584","0.666666667","24.146","30.016","45.1","0.0025","19.199","26.304","61.4","0.0141","24.122","26.207","56.4","0.2777"
"8/2/2016 17:00","42584.70833","42584","0.708333333","24.315","29.941","42.1","0.0017","19.246","26.28","56.3","0.0134","23.641","25.574","59.3","0.2777"
"8/2/2016 18:00","42584.75","42584","0.75","24.171","25.647","41.1","0.001","19.246","25.963","51.6","0.0134","23.04","24.75","56.3","0.277"
"8/2/2016 19:00","42584.79167","42584","0.791666667","23.713","23.136","52.5","0.0003","19.222","23.833","56.1","0.0134","22.513","23.304","57.5","0.277"
"8/2/2016 20:00","42584.83333","42584","0.833333333","23.064","20.484","64.4","0.0003","19.199","22.298","66","0.0134","21.939","21.604","64.7","0.277"
"8/2/2016 21:00","42584.875","42584","0.875","22.393","19.722","73.7","-0.0004","19.127","21.413","73","0.0134","21.366","20.007","73","0.2763"
"8/2/2016 22:00","42584.91667","42584","0.916666667","21.772","19.436","80.6","-0.0004","19.056","20.412","78.6","0.0134","20.865","19.318","81.5","0.2763"
"8/2/2016 23:00","42584.95833","42584","0.958333333","21.199","18.509","85.6","-0.0004","18.985","19.77","83.6","0.0134","20.412","18.723","86.4","0.2763"
"8/3/2016 0:00","42585","42585","0","20.722","17.486","89.5","-0.0004","18.913","19.603","86.2","0.0134","20.007","18.271","89.5","0.2763"
"8/3/2016 1:00","42585.04167","42585","0.041666667","20.317","18.081","92.4","-0.0004","18.842","18.937","88.2","0.0134","19.651","17.915","91.7","0.2763"
"8/3/2016 2:00","42585.08333","42585","0.083333333","19.96","17.843","94","-0.0004","18.771","18.438","90.2","0.0141","19.365","17.772","93.2","0.2756"
"8/3/2016 3:00","42585.125","42585","0.125","19.651","17.177","94.8","-0.0004","18.675","18.176","91.4","0.0134","19.127","17.225","94.2","0.2756"
"8/3/2016 4:00","42585.16667","42585","0.166666667","19.365","16.987","93.4","-0.0004","18.604","17.796","89.6","0.0141","18.889","16.558","95","0.2756"
"8/3/2016 5:00","42585.20833","42585","0.208333333","19.103","16.606","91.6","-0.0004","18.509","17.439","88.8","0.0141","18.628","16.106","95.5","0.2756"
"8/3/2016 6:00","42585.25","42585","0.25","18.866","17.011","91.1","-0.0004","18.414","17.51","88.3","0.0141","18.366","17.629","95.8","0.2748"
"8/3/2016 7:00","42585.29167","42585","0.291666667","18.747","21.724","87.9","-0.0004","18.343","19.246","86.5","0.0141","18.366","23.593","94.2","0.2763"
"8/3/2016 8:00","42585.33333","42585","0.333333333","18.961","26.573","70","0.0003","18.319","22.058","83.3","0.0141","18.794","27.235","74.2","0.2777"
"8/3/2016 9:00","42585.375","42585","0.375","19.508","27.825","58.6","0.0003","18.39","24.702","75.6","0.0141","19.532","28.617","62.3","0.2785"
"8/3/2016 10:00","42585.41667","42585","0.416666667","20.293","28.791","57.2","0.001","18.533","25.525","72.9","0.0141","20.46","29.565","60.2","0.2785"
"8/3/2016 11:00","42585.45833","42585","0.458333333","21.175","29.69","54.4","0.001","18.723","26.036","70.8","0.0134","21.533","27.702","61.6","0.2777"
"8/3/2016 12:00","42585.5","42585","0.5","21.987","29.815","52.6","0.001","18.889","26.744","68","0.0134","22.321","29.215","61.3","0.2785"
"8/3/2016 13:00","42585.54167","42585","0.541666667","22.681","30.117","45.6","0.001","19.032","26.744","60","0.0134","23.232","28.99","55","0.2777"
