"datetime","excel_datetime_code","excel_day","excel_time","field_soil_temp_c","field_air_temp_c","field_rh","field_soil_wc","forest_soil_temp_c","forest_air_temp_c","forest_rh","forest_soil_wc","pond_soil_temp_c","pond_air_temp_c","pond_rh","pond_soil_wc"
"11/1/2016 0:00","42675","42675","0","6.026","5.642","88.6","0.1753","8.319","4.895","87.4","0.0257","5.821","4.35","93.8","0.2516"
"11/1/2016 1:00","42675.04167","42675","0.041666667","5.975","4.089","84.8","0.1753","8.295","4.74","84","0.0257","5.745","4.428","93.6","0.2516"
"11/1/2016 2:00","42675.08333","42675","0.083333333","5.975","4.688","88.4","0.1753","8.295","5.488","85.9","0.0257","5.719","4.454","91.9","0.2516"
"11/1/2016 3:00","42675.125","42675","0.125","5.975","3.274","91.1","0.1753","8.295","4.558","88","0.025","5.745","2.877","91.3","0.2523"
"11/1/2016 4:00","42675.16667","42675","0.166666667","5.975","2.637","93.5","0.1746","8.295","3.512","89.9","0.0257","5.668","2.316","92.2","0.2516"
"11/1/2016 5:00","42675.20833","42675","0.208333333","5.924","2.903","95","0.1746","8.295","3.009","91.3","0.0257","5.514","2.717","93.3","0.2523"
"11/1/2016 6:00","42675.25","42675","0.25","5.847","2.477","95.9","0.1746","8.27","3.009","92","0.0257","5.437","2.637","94.1","0.2516"
"11/1/2016 7:00","42675.29167","42675","0.291666667","5.821","2.77","96.6","0.1739","8.22","3.142","92.6","0.0257","5.411","2.744","94.7","0.2516"
"11/1/2016 8:00","42675.33333","42675","0.333333333","5.796","5.102","97","0.1739","8.17","4.194","93.1","0.0257","5.462","6.179","95.2","0.2516"
"11/1/2016 9:00","42675.375","42675","0.375","5.847","10.296","97","0.1753","8.145","7.594","93.6","0.0257","6","9.682","95.4","0.2516"
"11/1/2016 10:00","42675.41667","42675","0.416666667","6.102","13.257","85.8","0.1753","8.22","11.467","86.7","0.025","6.94","13.546","94.3","0.2523"
"11/1/2016 11:00","42675.45833","42675","0.458333333","6.484","13.209","78.2","0.1753","8.369","11.856","79.6","0.025","8.17","13.714","81.9","0.253"
"11/1/2016 12:00","42675.5","42675","0.5","6.914","13.329","77.2","0.1753","8.568","12.292","80.5","0.025","9.114","13.954","76.3","0.2538"
"11/1/2016 13:00","42675.54167","42675","0.541666667","7.293","15.963","76.7","0.1746","8.767","13.978","81","0.025","10.075","17.463","74.9","0.253"
"11/1/2016 14:00","42675.58333","42675","0.583333333","7.695","18.105","73.7","0.1739","8.99","17.344","79.8","0.025","11.321","19.341","70.1","0.2538"
"11/1/2016 15:00","42675.625","42675","0.625","8.045","16.129","75.2","0.1739","9.238","16.106","80","0.0243","12.122","16.511","70.5","0.2538"
"11/1/2016 16:00","42675.66667","42675","0.666666667","8.344","14.984","82.2","0.1739","9.509","14.912","85.1","0.025","12.243","15.27","80.3","0.2538"
"11/1/2016 17:00","42675.70833","42675","0.708333333","8.494","13.642","86.9","0.1739","9.731","13.834","88.9","0.0243","12.171","13.594","85.3","0.2545"
"11/1/2016 18:00","42675.75","42675","0.75","8.543","12.558","91.4","0.1739","9.879","12.944","91.9","0.0243","11.904","12.34","88.9","0.2538"
"11/1/2016 19:00","42675.79167","42675","0.791666667","8.543","12.582","94.1","0.1732","10.001","12.654","93.3","0.0243","11.565","11.783","91.5","0.2538"
"11/1/2016 20:00","42675.83333","42675","0.833333333","8.494","13.473","95.5","0.1724","10.075","13.233","94.4","0.0243","11.224","11.783","93.2","0.2538"
"11/1/2016 21:00","42675.875","42675","0.875","8.444","13.954","96.3","0.1724","10.173","14.505","95.1","0.0243","11.005","13.714","94.4","0.2538"
"11/1/2016 22:00","42675.91667","42675","0.916666667","8.444","14.146","96.4","0.1717","10.271","14.433","95","0.0243","10.883","13.329","95.1","0.2538"
"11/1/2016 23:00","42675.95833","42675","0.958333333","8.444","13.642","96.6","0.1717","10.369","14.361","94.8","0.0243","10.81","13.473","95.7","0.2538"
"11/2/2016 0:00","42676","42676","0","8.469","13.185","97.1","0.1717","10.492","13.546","94.8","0.0243","10.761","11.443","96.1","0.2538"
"11/2/2016 1:00","42676.04167","42676","0.041666667","8.469","13.377","97.6","0.171","10.59","13.401","95.9","0.0243","10.638","12.243","96.6","0.2538"
"11/2/2016 2:00","42676.08333","42676","0.083333333","8.494","13.137","98","0.171","10.638","13.137","96.2","0.0243","10.614","12.847","96.8","0.2538"
"11/2/2016 3:00","42676.125","42676","0.125","8.568","13.425","98.2","0.1717","10.712","13.497","96.2","0.0243","10.785","13.233","97","0.2538"
"11/2/2016 4:00","42676.16667","42676","0.166666667","8.643","13.858","98.2","0.1724","10.785","13.882","96.1","0.0243","10.956","13.618","97.2","0.2538"
"11/2/2016 5:00","42676.20833","42676","0.208333333","8.742","14.026","98.1","0.1724","10.858","14.146","95.4","0.0243","11.151","13.57","97.3","0.2538"
"11/2/2016 6:00","42676.25","42676","0.25","8.866","14.002","98.1","0.1732","10.932","13.978","95.7","0.025","11.273","13.594","97.5","0.2538"
"11/2/2016 7:00","42676.29167","42676","0.291666667","8.965","13.81","98","0.1724","11.005","13.738","96.3","0.0243","11.394","13.618","97.7","0.2545"
"11/2/2016 8:00","42676.33333","42676","0.333333333","9.04","14.577","98.1","0.1724","11.053","13.954","96.8","0.0243","11.492","14.864","97.7","0.2545"
"11/2/2016 9:00","42676.375","42676","0.375","9.163","15.461","98.1","0.1732","11.102","14.601","97.2","0.025","11.807","14.936","97.7","0.2545"
"11/2/2016 10:00","42676.41667","42676","0.416666667","9.312","18.057","92.6","0.1753","11.2","15.891","92.8","0.0243","12.243","17.629","97.3","0.2545"
